puka1,puka2,full_name,preferred_name,new_nic,old_nic,cif,t_pin,marital_status,spouse_name,passport,driving_license,business_name,business_reg_number,business_registered_date,mobile_number,staff_pf,alternative_number,email,address1,address2,address3,town,district,postal_code,province,alternate_address1,alternate_address2,alternate_address3,alternate_town,alternate_district,alternate_postal_code,preferred_language,customer_since,citizenship,profession,employer,dob,branch,relationship_manager,customer_status,customer_type,vip_flag,group_code
MR,M,,HIRIYA KKDLS,4578V34578345784578V,4578V4578V45,50049,5565,M,Mrs. HIRIYA KKDLS,,HIH5565565,HIRIYA KKDLS-457,55654578V34578,,779094729,65565565,726257049,HHH565@SCICOM.COM.MY,HHHM M WEERASOORIYA,HI5643923,HHH4,GIRITALE,PADUKKA,,Western,565L S WEERASOORIYA,HHH43923,HHH4,ODDAMAVADY,PADUKKA,5565565555,Sinhala,191118,94,DIRECTOR.,SELF,1977102,601,JKSN ASMYGSH,A,P,N,H56
MR,M,,IJERATH KHJT,3379V73379733793379V,3379V3379V33,50050,6676,S,Mrs. IJERATH KHJT,,IJI6676676,IJERATH KHJT-337,66763379V73379,,779094730,76676676,726257050,III676@SCICOM.COM.MY,IIIS M HERATH,IJ67 RAJA MAWATHA,IIIELIGAMA,SEWANAGALA,PADUKKA,,Central,676T HERATH,III RAJA MAWATHA,IIIELIGAMA,GIRITALE,PADUKKA,6676676666,Sinhala,170120,94,TEACHER,LEARN IT COMPUTER COMPANY (PVT)LTD,1999126,823,ABAAR TA TWP,A,P,N,I67
MR,M,,JKMANJU WGN,3890V53890538903890V,3890V3890V38,50051,7787,M,Mrs. JKMANJU WGN,,JKJ7787787,JKMANJU WGN-389,77873890V53890,,779094731,87787787,726257051,JJJ787@SCICOM.COM.MY,JJJM M KUMARA,JK78,JJJMALKANDURA,SIRIPURA,PADUKKA,,Eastern,787M KUMARA,787M KUMARA,JJJMALKANDURA,SEWANAGALA,PADUKKA,7787787777,Sinhala,150703,94,TEACHER,OVERSEAS INTERNATIONAL SCHOOL,1980105,2,BCE TWP WGVK,A,P,N,J78
     MS,F,,KLSIFAYA MFF,3468V23468234683468V,3468V3468V34,50052,8898,M,Mr. KLSIFAYA MFF,,KLK8898898,KLSIFAYA MFF-346,88983468V23468,,779094732,98898898,726257052,KKK898@SCICOM.COM.MY,KKKM F SIFAYA,KL898 VIVEKANANADA HILL,KKKMBO 13,SIRIPURA,PADUKKA,,Northern,898SIFAYA,KKK8 VIVEKANANADA HILL,KKKMBO 13,SIRIPURA,PADUKKA,8898898888,Sinhala,10150,0,CASHIER,OVERSEAS INTERNATIONAL SCHOOL,1975022,573,CDDWGVKA G C,A,P,N,K89
     MS,F,,LMOHAMMED HN,,,50053,9909,,Mr. LMOHAMMED HN,,LML9909909,LMOHAMMED HN-,9909,,779094733,9909909,726257053,LLL909@SCICOM.COM.MY,LLL  OHAMMED,LM90EELAWALA RD,LLLENIYA,MARASSANA,PADUKKA,,Southern,909OHAMMED,LLLEELAWALA RD,LLLENIYA,SIRIPURA,PADUKKA,9909909989,Sinhala,131006,0,ABLE SEAMAN,GRAND ORIENT HOTEL,1997321,2,DEA G C HGIK,A,P,Y,L90
     MS,F,,MNSABEEB MI,,,50054,1121,,Mr. MNSABEEB MI,,MNM1121121,MNSABEEB MI-,1121,,779094734,21121121,726257054,MMM121@SCICOM.COM.MY,MMM  ABEEB,MN12MANIKKAMPATTIYA,MMMRUWELA,SIRIPURA,PADUKKA,,Western,121ABEEB,MMMMANIKKAMPATTIYA,MMMRUWELA,MARASSANA,PADUKKA,1121121111,Sinhala,310707,0,CHEFT,SRI LANKA NAVY,2005181,502,EFNHGIKHAS I,A,P,N,M12
     MS,M,,NO T NILAVAN,2.00E+18,19990199901,50055,2232,S,Mrs. NO T NILAVAN,,NON2232232,NO T NILAVAN-019,2.23E+13,,779094735,32232232,726257055,NNN232@SCICOM.COM.MY,NNNS M ILAVAN,NO2343984,NNNNCHI,SIVAPURAM,POONAKARY,,Central,232ILAVAN,NNN43984,NNNNCHI,MARASSANA,POONAKARY,2232232222,Sinhala,41109,0,CHEFT,HOTEL HILTON,1999278,44,FGIAS IKANNA,A,P,Y,N23
MASTER,M,,ABEKARA WMCD,,,50056,3343,S,Mrs. ABEKARA WMCD,,ABA3343343,ABEKARA WMCD-,3343,,779094736,43343343,726257056,AAA343@SCICOM.COM.MY,AAAS M WEERASEKARA,AB348/B,AAADAGALAWATTA,HAAPANA,PILIMATHALAWA,,Eastern,343D WEERASEKARA,AAA8/B,AAADAGALAWATTA,SIVAPURAM,PILIMATHALAWA,3343343333,Sinhala,180411,94,CHEFT,HOTEL HILTON,2011086,524,GHSANNAHE MC,A,P,N,A34
BABY,F,,BCRUPASINGHA,,,50057,4454,S,Mr. BCRUPASINGHA,,BCB4454454,BCRUPASINGHA-,4454,,779094737,54454454,726257057,BBB454@SCICOM.COM.MY,BBBS F RUPASINGHE,BC452,BBBAMANDIYA,SEWANAGALA,PILIMATHALAWA,,Northern,454VIDARA RUPASINGHE,BBB2,BBBAMANDIYA,HAAPANA,PILIMATHALAWA,4454454444,Tamil,50216,94,NOTARY PUBLIC,HOTEL HILTON,2010069,322,HI E MC NLAP,A,P,Y,B45
MR,M,,CDGOWSHIK S,,,50058,5565,S,Mrs. CDGOWSHIK S,,CDC5565565,CDGOWSHIK S-,5565,,779094738,65565565,726257058,CCC565@SCICOM.COM.MY,CCCS M SHIK,CD56RE T V,CCCON,SIRIPURA,PILIMATHALAWA,,Southern,565SHIK,CCCRE T V,CCCON,SEWANAGALA,PILIMATHALAWA,5565565555,Tamil,250516,94,SELF EMPLOYED,SELF,2010235,40,IJANLAPAN AS,A,P,N,C56
MS,F,,DEFREENA MEP,4241V14241142414241V,4241V4241V42,50059,6676,S,Mr. DEFREENA MEP,,DED6676676,DEFREENA MEP-424,66764241V14241,,779094739,76676676,726257059,DDD676@SCICOM.COM.MY,DDDS F SAFREENA,DE6744076,DDDKKAMPITIYA,KADURUWELA,PILIMATHALAWA,,Western,676SAFREENA,DDD44076,DDDKKAMPITIYA,SEWANAGALA,PILIMATHALAWA,6676676666,Tamil,170512,94,LEADING SEAMAN,NO.874 SIRIWARDANA ROAD,1992051,502,JKSN ASMYGSH,A,P,N,D67
MISS,F,,EFALATH JANL,4057V34057340574057V,4057V4057V40,50060,7787,S,Mr. EFALATH JANL,,EFE7787787,EFALATH JANL-405,77874057V34057,,779094740,87787787,726257060,EEE787@SCICOM.COM.MY,EEES F JAYALATH,EF78NDALUWA,EEEADENIYA,SIRIPURA,PILIMATHALAWA,,Central,787N LAKSHANI JAYALATH,EEENDALUWA,EEEADENIYA,KADURUWELA,PILIMATHALAWA,7787787777,Tamil,90215,94,LEADING SEAMAN,SRI LANKA NAVY,1995342,20,ABAAR TA TWP,A,P,N,E78
MS,F,,FGM FERNANDO,,,50061,8898,,Mr. FGM FERNANDO,,FGF8898898,FGM FERNANDO-,8898,,779094741,98898898,726257061,FFF898@SCICOM.COM.MY,FFF  FERNANDO,FG89,FFFILE POST,RAJAMAWATHA,BUTTALA,,Eastern,898FERNANDO,898FERNANDO,FFFILE POST,KADURUWELA,BUTTALA,8898898888,English,110407,0,ASSISTANT MANAGER,SRI LANKA NAVY,2001344,560,BCE TWP WGVK,A,P,N,F89
MS,F,,GHDIVYANI K,2.20E+19,2.20E+11,50062,9909,S,Mr. GHDIVYANI K,,GHG9909909,GHDIVYANI K-220,9.91E+13,,779094742,9909909,726257062,GGG909@SCICOM.COM.MY,GGGS F IVYANI,GH900,GGGANAYAGAM ROAD,PERIYAURANY,BATTICALOA,,Northern,909IVYANI,GGG0,GGGANAYAGAM ROAD,RAJAMAWATHA,BATTICALOA,9909909989,English,91109,0,POLICE CONSTABLE,BANK OF CEYLON,2000281,12,CDDWGVKA G C,A,P,N,G90
MS,F,,HISANDYA KKA,7.85E+17,7840078400,50063,1121,S,Mr. HISANDYA KKA,,HIH1121121,HISANDYA KKA-007,1.12E+13,,779094743,21121121,726257063,HHH121@SCICOM.COM.MY,HHHS F SANDYA,HI127,HHHWAGAHAKORATUWA,THENIPITA,DENIYAYA,,Southern,121SANDYA,HHH7,HHHWAGAHAKORATUWA,PERIYAURANY,DENIYAYA,1121121111,English,191118,94,SENIOR AREA MANAGER-GAMPAHA.,SRI LANKA POLICE,2001103,528,DEA G C HGIK,A,P,Y,H12
MR,M,,IJAMALDEEN S,7.34E+19,7.34E+11,50064,2232,M,Mrs. IJAMALDEEN S,,IJI2232232,IJAMALDEEN S-734,2.23E+13,,779094744,32232232,726257064,III232@SCICOM.COM.MY,IIIM M ALDEEN,IJ23ALLI ROAD,IIIUR-3,KADURUWELA,DENIYAYA,,Western,232ALDEEN,IIIALLI ROAD,IIIUR-3,THENIPITA,DENIYAYA,2232232222,English,190505,94,SENIOR AREA MANAGER-GAMPAHA.,BOC,1952077,630,EFNHGIKHAS I,A,P,N,I23
BABY,F,,JKINGHE WATT,,,50065,3343,S,Mr. JKINGHE WATT,,JKJ3343343,JKINGHE WATT-,3343,,779094745,43343343,726257065,JJJ343@SCICOM.COM.MY,JJJS F GUNASINGHE,JK34LPITIYA,JJJRAGODA,MADURAGODA,DENIYAYA,,Central,343T T GUNASINGHE,JJJLPITIYA,JJJRAGODA,THENIPITA,DENIYAYA,3343343333,English,231116,94,SENIOR ASSISTANT DIRECTOR,BOC,2007180,532,FGIAS IKANNA,A,P,Y,J34
     MR,M,,KLZZAMIL SMA,2423V22423224232423V,2423V2423V24,50066,4454,M,Mrs. KLZZAMIL SMA,,KLK4454454,KLZZAMIL SMA-242,44542423V22423,,779094746,54454454,726257066,KKK454@SCICOM.COM.MY,KKKM M MUZAMMIL,KL459,KKKULLA ROAD,KALAHAKELE,GALEWELA,,Eastern,454MUZAMMIL,KKK9,KKKULLA ROAD,MADURAGODA,GALEWELA,4454454444,English,250101,94,VOCATIONA TRAINING INSTRCTOR,CENTRAL BANK,1970121,627,GHSANNAHE MC,A,P,N,K45
MRS,F,,LMGHANAWATHI,1985V21985219851985V,1985V1985V19,50067,5565,M,Mr. LMGHANAWATHI,,LML5565565,LMGHANAWATHI-198,55651985V21985,,779094747,65565565,726257067,LLL565@SCICOM.COM.MY,LLLM F GNANAWATHI,LM56THE PUBLIC  GROUND,LLLSENPURA,MEDIRIGIRIYA,GALEWELA,,Northern,565GNANAWATHI,LLLTHE PUBLIC  GROUND,LLLSENPURA,KALAHAKELE,GALEWELA,5565565555,English,160911,94,READY MADE GARMANT SELLER.,THIHARIYA ISLAMIC DISABLE INSTITUTE.,1965101,641,HI E MC NLAP,A,P,Y,L56
MR,M,,MNTHAPALA BG,0012V20012200120012V,0012V0012V00,50068,6676,M,Mrs. MNTHAPALA BG,,MNM6676676,MNTHAPALA BG-001,66760012V20012,,779094748,76676676,726257068,MMM676@SCICOM.COM.MY,MMMM M UGATHAPALA,MN67AHAPOLLEWWA WATTA,MMMGAMA,THALGASWALA,GALEWELA,,Southern,676UGATHAPALA,MMMAHAPOLLEWWA WATTA,MMMGAMA,MEDIRIGIRIYA,GALEWELA,6676676666,Sinhala,30214,94,SHOW ROOM CLEANER,SELF,1958091,596,IJANLAPAN AS,A,P,N,M67
     MRS,F,,NO MENIKE RM,2778V42778427782778V,2778V2778V27,50069,7787,,Mr. NO MENIKE RM,,NON7787787,NO MENIKE RM-277,77872778V42778,,779094749,87787787,726257069,NNN787@SCICOM.COM.MY,NNN F MENIKE,NNN F MENIKE,NNNETALAWINNA,KATUGASTOTA,GALEWELA,,Western,787MADDUMA MENIKE,787MADDUMA MENIKE,NNNETALAWINNA,THALGASWALA,GALEWELA,7787787777,Sinhala,190400,0,J.S.O.,HUBERT N. ANTHONY & SONS (PVT) LTD,1951143,666,JKSN ASMYGSH,A,P,N,N78
MS,F,,ABAYANTHI KS,0765V40765407650765V,0765V0765V07,50070,8898,,Mr. ABAYANTHI KS,,ABA8898898,ABAYANTHI KS-076,88980765V40765,,779094750,98898898,726257070,AAA898@SCICOM.COM.MY,AAA F AMAYANTHI,AB89ILA,AAAOGAMA,KATUGASTOTA,GALEWELA,,Central,898AMAYANTHI,AAAILA,AAAOGAMA,KATUGASTOTA,GALEWELA,8898898888,Sinhala,250406,94,M.D.A.,BANK OF CEYLON,1979253,22,ABAAR TA TWP,A,P,N,A89
     MS,F,,BCERATH HMNM,1800V51800518001800V,1800V1800V18,50071,9909,S,Mr. BCERATH HMNM,,BCB9909909,BCERATH HMNM-180,99091800V51800,,779094751,9909909,726257071,BBB909@SCICOM.COM.MY,BBBS F HERATH,BBBS F HERATH,BBBAWA,GANEWATTE,NIKADALUPOTHA,,Eastern,909M HERATH,909M HERATH,BBBAWA,KATUGASTOTA,NIKADALUPOTHA,9909909989,Sinhala,50996,94,SHOWROOM MANAGER,BANK OF CEYLON,1993184,569,BCE TWP WGVK,A,P,N,B90
MS,F,,CDINAMA KDWB,,,50072,1121,S,Mr. CDINAMA KDWB,,CDC1121121,CDINAMA KDWB-,1121,,779094752,21121121,726257072,CCC121@SCICOM.COM.MY,CCCS  SIRINAMA,CD12HA WELANDA SELA BARE,CCCRAMMULLA,PALLEPOLA,NIKADALUPOTHA,,Northern,121W B SIRINAMA,CCCHA WELANDA SELA BARE,CCCRAMMULLA,GANEWATTE,NIKADALUPOTHA,1121121111,Sinhala,270209,94,SHOWROOM MANAGER,UNION HOLDINGS PVT LTD,2004187,640,CDDWGVKA G C,A,P,N,C12
MR,M,,DESHIHESAN J,,,50073,2232,S,Mrs. DESHIHESAN J,,DED2232232,DESHIHESAN J-,2232,,779094753,32232232,726257073,DDD232@SCICOM.COM.MY,DDDS M ISHIHESAN,DE23THTHAWATHTHAI,DDDKANDY WEST,VALVETTITHURAI,NIKADALUPOTHA,,Southern,232ISHIHESAN,DDDTHTHAWATHTHAI,DDDKANDY WEST,PALLEPOLA,NIKADALUPOTHA,2232232222,Sinhala,170912,94,SHOWROOM MANAGER,UNION HOLDINGS PVT LTD,2012236,28,DEA G C HGIK,A,P,Y,D23
MR,M,,EFROKSAN S,,,50074,3343,S,Mrs. EFROKSAN S,,EFE3343343,EFROKSAN S-,3343,,779094754,43343343,726257074,EEE343@SCICOM.COM.MY,EEES M ROKSAN,EF34NO 05,EEETHAPURAM,PUTHUKKUDIYIRUPPU,NIKADALUPOTHA,,Western,343ESH ROKSAN,EEENO 05,EEETHAPURAM,VALVETTITHURAI,NIKADALUPOTHA,3343343333,Sinhala,241016,94,J.EX.OFFICER.,UNION HOLDINGS PVT LTD,2002277,341,EFNHGIKHAS I,A,P,N,E34
     MRS,F,,FGAYAMALI WC,2014V02014020142014V,2014V2014V20,50075,4454,,Mr. FGAYAMALI WC,,FGF4454454,FGAYAMALI WC-201,44542014V02014,,779094755,54454454,726257075,FFF454@SCICOM.COM.MY,FFF F JAYAMALI,"FG458/A,SUSIL MAWAT",FFFH CANNAL,UDAWALAWA,NIKADALUPOTHA,,Central,454JAYAMALI,"FFF8/A,SUSIL MAWAT",FFFH CANNAL,PUTHUKKUDIYIRUPPU,NIKADALUPOTHA,4454454444,Sinhala,301198,0,POLICE CONSTABLE,BANK OF CEYLON.,1965179,535,FGIAS IKANNA,A,P,Y,F45
MR,M,,GHANDARA DMK,4308V74308743084308V,4308V4308V43,50076,5565,M,Mrs. GHANDARA DMK,,GHG5565565,GHANDARA DMK-430,55654308V74308,,779094756,65565565,726257076,GGG565@SCICOM.COM.MY,GGGM M BANDARA,GH56 DALGODA COLONY,GGGALA,KALAWANA,KALAWANA,,Eastern,565BANDARA,GGG DALGODA COLONY,GGGALA,UDAWALAWA,KALAWANA,5565565555,Sinhala,170817,94,POLICE CONSTABLE,POLICE HEADQUARTERS,1984237,645,GHSANNAHE MC,A,P,N,G56
MASTER,M,,HIDARA RMRPH,,,50077,6676,S,Mrs. HIDARA RMRPH,,HIH6676676,HIDARA RMRPH-,6676,,779094757,76676676,726257077,HHH676@SCICOM.COM.MY,HHHS M BANDARA,HI67,HHH50,MADUGAHAPATTIYA,BADALKUMBURA,,Northern,676M R P H BANDARA,676M R P H BANDARA,HHH50,KALAWANA,BADALKUMBURA,6676676666,Sinhala,110118,94,EXECUTIVE OFFICER.,POLICE HEADQUARTERS,2012070,540,HI E MC NLAP,A,P,Y,H67
MR,M,,IJARATHNE HM,1840V71840718401840V,1840V1840V18,50078,7787,M,Mrs. IJARATHNE HM,,IJI7787787,IJARATHNE HM-184,77871840V71840,,779094758,87787787,726257078,III787@SCICOM.COM.MY,IIIM M KEBELLAWITA,IJ78NKOTUWA,IIIWA,ALAWWA,BADALKUMBURA,,Southern,787KEBELLAWITA,IIINKOTUWA,IIIWA,MADUGAHAPATTIYA,BADALKUMBURA,7787787777,Sinhala,240216,94,STAFF,"BANK OF CEYLON,",1945106,498,IJANLAPAN AS,A,P,N,I78
MR,M,,JKHANTHA WKP,2033V22033220332033V,2033V2033V20,50079,8898,S,Mrs. JKHANTHA WKP,,JKJ8898898,JKHANTHA WKP-203,88982033V22033,,779094759,98898898,726257079,JJJ898@SCICOM.COM.MY,JJJS M PRIYASHANTHA,JK89ALA ROAD,JJJKOON WEWA,THABBOWA,PUTTALAM,,Western,898PRIYASHANTHA,JJJALA ROAD,JJJKOON WEWA,ALAWWA,PUTTALAM,8898898888,Sinhala,310316,94,POLICE CONSTABLE,CEMENT CORPORATION,1995361,48,JKSN ASMYGSH,A,P,N,J89
MRS,F,,KLMAWATHI JA,1659V91659916591659V,1659V1659V16,50080,9909,M,Mr. KLMAWATHI JA,,KLK9909909,KLMAWATHI JA-165,99091659V91659,,779094760,9909909,726257080,KKK909@SCICOM.COM.MY,KKKM F PREMAWATHI,KL90SEWANA,KKKRA,NETOLPITIYA,PUTTALAM,,Central,909PREMAWATHI,KKKSEWANA,KKKRA,THABBOWA,PUTTALAM,9909909989,Sinhala,260712,94,PETTY OFFICER,SP OFFICE,1948249,56,ABAAR TA TWP,A,P,N,K90
     MR,M,,LMHULINGAM S,3353X13353133533353X,3353X3353X33,50081,1121,,Mrs. LMHULINGAM S,,LML1121121,LMHULINGAM S-335,11213353X13353,,779094761,21121121,726257081,LLL121@SCICOM.COM.MY,LLL M THULINGAM,LM12ELA ESTATE,LLLNNA,NETOLPITIYA,PUTTALAM,,Eastern,121THULINGAM,LLLELA ESTATE,LLLNNA,NETOLPITIYA,PUTTALAM,1121121111,Sinhala,190504,0,PETTY OFFICER,SRI LANKA NAVY,1956321,673,BCE TWP WGVK,A,P,N,L12
     MR,M,,MNEYAKUMAR K,4424V34424344244424V,4424V4424V44,50082,2232,M,Mrs. MNEYAKUMAR K,,MNM2232232,MNEYAKUMAR K-442,22324424V34424,,779094762,32232232,726257082,MMM232@SCICOM.COM.MY,MMMM M AKUMAR,MN23 TEMPLE ROAD,MMMESWARAM,CHILAW,PUTTALAM,,Northern,232AKUMAR,MMM TEMPLE ROAD,MMMESWARAM,NETOLPITIYA,PUTTALAM,2232232222,Sinhala,60303,0,PHYSICIAN,SRI LANKA NAVY,1974053,20,CDDWGVKA G C,A,P,N,M23
MISS,F,,NOWANTHI UNP,0919V30919309190919V,0919V0919V09,50083,3343,S,Mr. NOWANTHI UNP,,NON3343343,NOWANTHI UNP-091,33430919V30919,,779094763,43343343,726257083,NNN343@SCICOM.COM.MY,NNNS F DINUWANTHI,NO348/D/1,NNNGNAMPITIYA SOUTH,KALPITIYA,PUTTALAM,,Southern,343PRIYANGIKA DINUWANTHI,NNN8/D/1,NNNGNAMPITIYA SOUTH,CHILAW,PUTTALAM,3343343333,Sinhala,40117,94,ENGINEER,"5859,ALLEPPO LANE,",1999092,589,DEA G C HGIK,A,P,Y,N34
MR,M,,ABMANTHA KPS,3356V83356833563356V,3356V3356V33,50084,4454,S,Mrs. ABMANTHA KPS,,ABA4454454,ABMANTHA KPS-335,44543356V83356,,779094764,54454454,726257084,AAA454@SCICOM.COM.MY,AAAS M DUSHMANTHA,AB45AWATTHA,AAAWILA,BERUWALA,PUTTALAM,,Western,454DUSHMANTHA,AAAAWATTHA,AAAWILA,KALPITIYA,PUTTALAM,4454454444,Sinhala,50413,94,LEADING SEAMAN,COLOMBO CMMUNICATIONS LTD,1993327,563,EFNHGIKHAS I,A,P,N,A45
MRS,F,,ABTHUNGA WMC,4603V84603846034603V,4603V4603V46,50085,5565,M,Mr. ABTHUNGA WMC,,ABB5565565,ABTHUNGA WMC-460,55654603V84603,,779094765,65565565,726257085,BBB565@SCICOM.COM.MY,BBBM F WIJETHUNGA,AB56,BBBANDAYAYA,UVA THISSAPURA,MAHIYANGANAYA,,Central,565CHANDRA WIJETHUNGA,565CHANDRA WIJETHUNGA,BBBANDAYAYA,BERUWALA,MAHIYANGANAYA,5565565555,Sinhala,221214,94,WELDER.,"SRI LANKA NAVY,",1973087,542,FGIAS IKANNA,A,P,Y,B56
MS,F,,BCWANTHI HPT,2076V42076420762076V,2076V2076V20,50086,6676,S,Mr. BCWANTHI HPT,,BCC6676676,BCWANTHI HPT-207,66762076V42076,,779094766,76676676,726257086,CCC676@SCICOM.COM.MY,CCCS F MADHUWANTHI,BC670/H/1,CCCAHA WATHTHA,BORALESSA,MAHIYANGANAYA,,Eastern,676MADHUWANTHI,CCC0/H/1,CCCAHA WATHTHA,UVA THISSAPURA,MAHIYANGANAYA,6676676666,Sinhala,41116,94,SEAMAN,SELF,1998333,508,GHSANNAHE MC,A,P,N,C67
MRS,F,,CDNAWEERA HN,0407V00407004070407V,0407V0407V04,50087,7787,M,Mr. CDNAWEERA HN,,CDD7787787,CDNAWEERA HN-040,77870407V00407,,779094767,87787787,726257087,DDD787@SCICOM.COM.MY,DDDM F RANAWEERA,CD78LE,DDDAGAMA,AMBEPUSSA,MAHIYANGANAYA,,Northern,787RANAWEERA,DDDLE,DDDAGAMA,BORALESSA,MAHIYANGANAYA,7787787777,Sinhala,150405,94,MANAGEMENT EXECUTIVE,MERCANTILE MARINE MANAGEMENT,1983149,88,HI E MC NLAP,A,P,Y,D78
MISS,F,,DEINGHE JMED,1993V71993719931993V,1993V1993V19,50088,8898,S,Mr. DEINGHE JMED,,DEE8898898,DEINGHE JMED-199,88981993V71993,,779094768,98898898,726257088,EEE898@SCICOM.COM.MY,EEES F JAYASINGHE,DE8944075,EEEAPITA OYA (SOUTH),PADIYATHALAWA,MAHIYANGANAYA,,Southern,898E D JAYASINGHE,EEE44075,EEEAPITA OYA (SOUTH),AMBEPUSSA,MAHIYANGANAYA,8898898888,Sinhala,300114,94,FARMER,MERCANTILE MARINE MANAGEMENT,1997047,542,IJANLAPAN AS,A,P,N,E89
     MR,M,,EFPERERA SA,1339V81339813391339V,1339V1339V13,50089,9909,M,Mrs. EFPERERA SA,,EFF9909909,EFPERERA SA-133,99091339V81339,,779094769,9909909,726257089,FFF909@SCICOM.COM.MY,FFFM M PERERA,EF90A NIWASA,FFFUGALA,POTHUHERA,MAHIYANGANAYA,,Western,909PERERA,FFFA NIWASA,FFFUGALA,PADIYATHALAWA,MAHIYANGANAYA,9909909989,Sinhala,70205,94,ASSIATANT MANAGER,FARMER,1949028,664,JKSN ASMYGSH,A,P,N,F90
     MRS,F,,FGESWARIE. R,,,50090,1121,,Mr. FGESWARIE. R,,FGG1121121,FGESWARIE. R-,1121,,779094770,21121121,726257090,GGG121@SCICOM.COM.MY,GGG F ETCHANESWARIE.,"FG12IPPU,",GGGEL.,POTHUHERA,MAHIYANGANAYA,,Central,121ETCHANESWARIE.,"GGGIPPU,",GGGEL.,POTHUHERA,MAHIYANGANAYA,1121121111,Sinhala,190903,0,GENERAL MANAGER,BANK OF CEYLON,1900001,565,ABAAR TA TWP,A,P,N,G12
  MISS,F,,GHATHARA RPL,,,50091,2232,S,Mr. GHATHARA RPL,,GHH2232232,GHATHARA RPL-,2232,,779094771,32232232,726257091,HHH232@SCICOM.COM.MY,HHHS F NAYANATHARA,GH23A NAMAYA ROAD,HHHAMBUWA,KULIYAPITIYA,MAHIYANGANAYA,,Eastern,232NAYANATHARA,HHHA NAMAYA ROAD,HHHAMBUWA,POTHUHERA,MAHIYANGANAYA,2232232222,Tamil,300108,94,AIR CRAFT.,YOUNG IN LANKA(PVT)LTD.,1997328,497,BCE TWP WGVK,A,P,N,H23
MISS,F,,HISAMALI SPO,0558V90558905580558V,0558V0558V05,50092,3343,S,Mr. HISAMALI SPO,,HII3343343,HISAMALI SPO-055,33430558V90558,,779094772,43343343,726257092,III343@SCICOM.COM.MY,IIIS F SANALI,HI34A WATTHA,IIIE,HAKMANA,MAHIYANGANAYA,,Northern,343O SANALI,IIIA WATTHA,IIIE,KULIYAPITIYA,MAHIYANGANAYA,3343343333,Tamil,270209,94,AIR CRAFT TECCHNICIAN.,SRI LANKA AIR FORCE.,2008091,691,CDDWGVKA G C,A,P,N,I34
MRS,F,,IJASINGHE CS,,,50093,4454,M,Mr. IJASINGHE CS,,IJJ4454454,IJASINGHE CS-,4454,,779094773,54454454,726257093,JJJ454@SCICOM.COM.MY,JJJM F AMARASINGHE,IJ45A,JJJAMA ROAD,MEERUPPA,MARASSANA,,Southern,454AMARASINGHE,JJJA,JJJAMA ROAD,HAKMANA,MARASSANA,4454454444,Tamil,140119,94,HEAD OF ADMINISTRATION,SRI LANKA AIR FORCE.,1975309,456,DEA G C HGIK,A,P,Y,J45
     MS,F,,JKDUSHIKA KS,2378V02378023782378V,2378V2378V23,50094,5565,S,Mr. JKDUSHIKA KS,,JKK5565565,JKDUSHIKA KS-237,55652378V02378,,779094774,65565565,726257094,KKK565@SCICOM.COM.MY,KKKS F NICHOLASIUS,KKKS F NICHOLASIUS,KKK/THABBOWE,PUTTALAM,MARASSANA,,Western,565ADUSHIKA NICHOLASIUS,565ADUSHIKA NICHOLASIUS,KKK/THABBOWE,MEERUPPA,MARASSANA,5565565555,Tamil,250398,0,EXECUTIVE OFFICER,REGAL INTERNATIONAL,1997158,48,EFNHGIKHAS I,A,P,N,K56
     MISS,F,,KLSINGHE WAA,3286V93286932863286V,3286V3286V32,50095,6676,S,Mr. KLSINGHE WAA,,KLL6676676,KLSINGHE WAA-328,66763286V93286,,779094775,76676676,726257095,LLL676@SCICOM.COM.MY,LLLS F WICKRAMASINGHE,KL67 POLICE FLATS,LLLDANA,COLOMBO 10,MARASSANA,,Central,676A I B WICKRAMASINGHE,LLL POLICE FLATS,LLLDANA,PUTTALAM,MARASSANA,6676676666,English,300705,94,NURSE,BANK OF CEYLON,1995203,60,FGIAS IKANNA,A,P,Y,L67
MRS,F,,LMJAYARANI B,3224V43224432243224V,3224V3224V32,50096,7787,M,Mr. LMJAYARANI B,,LMM7787787,LMJAYARANI B-322,77873224V43224,,779094776,87787787,726257096,MMM787@SCICOM.COM.MY,MMMM F JAYARANI,LM78CHIM ESTATE,MMMI,HIDELLANA,RATNAPURA,,Eastern,787JAYARANI,MMMCHIM ESTATE,MMMI,COLOMBO 10,RATNAPURA,7787787777,English,240317,94,HOSPITAL STAFF,GEN.HOSPITAL,1985290,31,GHSANNAHE MC,A,P,N,M78
MR,M,,MNANAYAKE NS,,,50097,8898,M,Mrs. MNANAYAKE NS,,MNN8898898,MNANAYAKE NS-,8898,,779094777,98898898,726257097,NNN898@SCICOM.COM.MY,NNNM M ISSANAYAKE,MN89  DAHAM MAWATHA,NNNANGAMA NORTH,MALABE,RATNAPURA,,Northern,898ISSANAYAKE,NNN  DAHAM MAWATHA,NNNANGAMA NORTH,HIDELLANA,RATNAPURA,8898898888,English,230512,94,NURSE,KANDY,1987266,763,HI E MC NLAP,A,P,Y,N89
