puka1,puka2,full_name,preferred_name,new_nic,old_nic,cif,t_pin,marital_status,spouse_name,passport,driving_license,business_name,business_reg_number,business_registered_date,mobile_number,staff_pf,alternative_number,email,address1,address2,address3,town,district,postal_code,province,alternate_address1,alternate_address2,alternate_address3,alternate_town,alternate_district,alternate_postal_code,preferred_language,customer_since,citizenship,profession,employer,dob,branch,relationship_manager,customer_status,customer_type,vip_flag,group_code
     MR,M,CCCSANJU NLAP,CDSANJU NLAP,5208182874,2943V2943V29,50044,9909,S,Mrs. CDSANJU NLAP,CD90999099,CDC9909909,CDSANJU NLAP-294,99092943V90992,1/19/2012,779094724,9909909,726257044,CCC909@SCICOM.COM.MY,CCCS M SANJU,CD90,CCCELA,NELUWA.,PADUKKA,9909909990,Western,909P SANJU,909P SANJU,CCCELA,AKURESSA,PADUKKA,9909909989,Sinhala,40806,94,BUSINESS,SELF,1997328,667,EFNHGIKHAS I,A,P,N,C90
MR,M,DDDRUKSHAN AS,DERUKSHAN AS,,,50045,1121,N,Mrs. DERUKSHAN AS,DE12111211,DED1121121,DERUKSHAN AS-,1121,2/5/2012,779094725,21121121,726257045,DDD121@SCICOM.COM.MY,DDDN M NIRUKSHAN,DE128/51 SAMAGI MAWATHA,DDDARA,POLGASOWITA,PADUKKA,1121121112,Central,121S NIRUKSHAN,DDD8/51 SAMAGI MAWATHA,DDDARA,NELUWA.,PADUKKA,1121121111,Sinhala,190310,0,BUSINESS,SELF,2004012,37,FGIAS IKANNA,A,P,Y,D12
MR,M,EEEETH HMYGSH,EFETH HMYGSH,,,50046,2232,S,Mrs. EFETH HMYGSH,EF23222322,EFE2232232,EFETH HMYGSH-,2232,2/22/2012,779094726,32232232,726257046,EEE232@SCICOM.COM.MY,EEES M JAYANETH,EF23ARA GEDARA,EEEAWELA,MAHAWELA,PADUKKA,2232232223,Eastern,232G S H JAYANETH,EEEARA GEDARA,EEEAWELA,POLGASOWITA,PADUKKA,2232232222,Sinhala,170216,0,JUKY MACHINE OPERATER,SELF,2010179,640,GHSANNAHE MC,A,P,N,E23
MR,M,FFFNAJEEFER K,FGNAJEEFER K,3103V63103631033103V,3103V3103V31,50047,3343,M,Mrs. FGNAJEEFER K,FG34333433,FGF3343343,FGNAJEEFER K-310,33433103V63103,3/10/2012,779094727,43343343,726257047,FFF343@SCICOM.COM.MY,FFFM M EEFER,FG3435,FFFMBEKANI 01,CHAWALAKADAI,PADUKKA,3343343334,Northern,343EEFER,FFF35,FFFMBEKANI 01,MAHAWELA,PADUKKA,3343343333,Sinhala,180816,94,HEALTH MANAGEMENT ASSISTANT,PARADISE GARMENT,1991185,510,HI E MC NLAP,A,P,Y,F34
MR,M,GGGSEMIN MS,GHSEMIN MS,3690V93690936903690V,3690V3690V36,50048,4454,M,Mrs. GHSEMIN MS,GH45444544,GHG4454454,GHSEMIN MS-369,44543690V93690,3/27/2012,779094728,54454454,726257048,GGG454@SCICOM.COM.MY,GGGM M EMIN,GH45ROAD,GGGMAVADY-02,ODDAMAVADY,PADUKKA,4454454445,Southern,454EMIN,GGGROAD,GGGMAVADY-02,CHAWALAKADAI,PADUKKA,4454454444,Sinhala,150420,94,DEPAHAN TYRE HOUSE,DIRECTOR- HEALTH SERVICES,1970358,626,IJANLAPAN AS,A,P,N,G45
MR,M,HHHRIYA KKDLS,HIRIYA KKDLS,4578V34578345784578V,4578V4578V45,50049,5565,M,Mrs. HIRIYA KKDLS,HI56555655,HIH5565565,HIRIYA KKDLS-457,55654578V34578,4/13/2012,779094729,65565565,726257049,HHH565@SCICOM.COM.MY,HHHM M WEERASOORIYA,HI5643923,HHH4,GIRITALE,PADUKKA,5565565556,Western,565L S WEERASOORIYA,HHH43923,HHH4,ODDAMAVADY,PADUKKA,5565565555,Sinhala,191118,94,DIRECTOR.,SELF,1977102,601,JKSN ASMYGSH,A,P,N,H56
MR,M,IIIERATH KHJT,IJERATH KHJT,3379V73379733793379V,3379V3379V33,50050,6676,S,Mrs. IJERATH KHJT,IJ67666766,IJI6676676,IJERATH KHJT-337,66763379V73379,4/30/2012,779094730,76676676,726257050,III676@SCICOM.COM.MY,IIIS M HERATH,IJ67 RAJA MAWATHA,IIIELIGAMA,SEWANAGALA,PADUKKA,6676676667,Central,676T HERATH,III RAJA MAWATHA,IIIELIGAMA,GIRITALE,PADUKKA,6676676666,Sinhala,170120,94,TEACHER,LEARN IT COMPUTER COMPANY (PVT)LTD,1999126,823,ABAAR TA TWP,A,P,N,I67
MR,M,JJJMANJU WGN,JKMANJU WGN,3890V53890538903890V,3890V3890V38,50051,7787,M,Mrs. JKMANJU WGN,JK78777877,JKJ7787787,JKMANJU WGN-389,77873890V53890,5/17/2012,779094731,87787787,726257051,JJJ787@SCICOM.COM.MY,JJJM M KUMARA,JK78,JJJMALKANDURA,SIRIPURA,PADUKKA,7787787778,Eastern,787M KUMARA,787M KUMARA,JJJMALKANDURA,SEWANAGALA,PADUKKA,7787787777,Sinhala,150703,94,TEACHER,OVERSEAS INTERNATIONAL SCHOOL,1980105,2,BCE TWP WGVK,A,P,N,J78
     MS,F,KKKSIFAYA MFF,KLSIFAYA MFF,3468V23468234683468V,3468V3468V34,50052,8898,M,Mr. KLSIFAYA MFF,KL89888988,KLK8898898,KLSIFAYA MFF-346,88983468V23468,6/3/2012,779094732,98898898,726257052,KKK898@SCICOM.COM.MY,KKKM F SIFAYA,KL898 VIVEKANANADA HILL,KKKMBO 13,SIRIPURA,PADUKKA,8898898889,Northern,898SIFAYA,KKK8 VIVEKANANADA HILL,KKKMBO 13,SIRIPURA,PADUKKA,8898898888,Sinhala,10150,0,CASHIER,OVERSEAS INTERNATIONAL SCHOOL,1975022,573,CDDWGVKA G C,A,P,N,K89
     MS,F,LLLOHAMMED HN,LMOHAMMED HN,,,50053,9909,,Mr. LMOHAMMED HN,LM90999099,LML9909909,LMOHAMMED HN-,9909,6/20/2012,779094733,9909909,726257053,LLL909@SCICOM.COM.MY,LLL  OHAMMED,LM90EELAWALA RD,LLLENIYA,MARASSANA,PADUKKA,9909909990,Southern,909OHAMMED,LLLEELAWALA RD,LLLENIYA,SIRIPURA,PADUKKA,9909909989,Sinhala,131006,0,ABLE SEAMAN,GRAND ORIENT HOTEL,1997321,2,DEA G C HGIK,A,P,Y,L90
     MS,F,MMMSABEEB MI,MNSABEEB MI,,,50054,1121,,Mr. MNSABEEB MI,MN12111211,MNM1121121,MNSABEEB MI-,1121,7/7/2012,779094734,21121121,726257054,MMM121@SCICOM.COM.MY,MMM  ABEEB,MN12MANIKKAMPATTIYA,MMMRUWELA,SIRIPURA,PADUKKA,1121121112,Western,121ABEEB,MMMMANIKKAMPATTIYA,MMMRUWELA,MARASSANA,PADUKKA,1121121111,Sinhala,310707,0,CHEFT,SRI LANKA NAVY,2005181,502,EFNHGIKHAS I,A,P,N,M12
     MS,M,NNNT NILAVAN,NO T NILAVAN,2.00E+18,19990199901,50055,2232,S,Mrs. NO T NILAVAN,NO23222322,NON2232232,NO T NILAVAN-019,2.23E+13,7/24/2012,779094735,32232232,726257055,NNN232@SCICOM.COM.MY,NNNS M ILAVAN,NO2343984,NNNNCHI,SIVAPURAM,POONAKARY,2232232223,Central,232ILAVAN,NNN43984,NNNNCHI,MARASSANA,POONAKARY,2232232222,Sinhala,41109,0,CHEFT,HOTEL HILTON,1999278,44,FGIAS IKANNA,A,P,Y,N23
MASTER,M,AAAEKARA WMCD,ABEKARA WMCD,,,50056,3343,S,Mrs. ABEKARA WMCD,AB34333433,ABA3343343,ABEKARA WMCD-,3343,8/10/2012,779094736,43343343,726257056,AAA343@SCICOM.COM.MY,AAAS M WEERASEKARA,AB348/B,AAADAGALAWATTA,HAAPANA,PILIMATHALAWA,3343343334,Eastern,343D WEERASEKARA,AAA8/B,AAADAGALAWATTA,SIVAPURAM,PILIMATHALAWA,3343343333,Sinhala,180411,94,CHEFT,HOTEL HILTON,2011086,524,GHSANNAHE MC,A,P,N,A34
BABY,F,BBBRUPASINGHA,BCRUPASINGHA,,,50057,4454,S,Mr. BCRUPASINGHA,BC45444544,BCB4454454,BCRUPASINGHA-,4454,8/27/2012,779094737,54454454,726257057,BBB454@SCICOM.COM.MY,BBBS F RUPASINGHE,BC452,BBBAMANDIYA,SEWANAGALA,PILIMATHALAWA,4454454445,Northern,454VIDARA RUPASINGHE,BBB2,BBBAMANDIYA,HAAPANA,PILIMATHALAWA,4454454444,Tamil,50216,94,NOTARY PUBLIC,HOTEL HILTON,2010069,322,HI E MC NLAP,A,P,Y,B45
MR,M,CCCGOWSHIK S,CDGOWSHIK S,,,50058,5565,S,Mrs. CDGOWSHIK S,CD56555655,CDC5565565,CDGOWSHIK S-,5565,9/13/2012,779094738,65565565,726257058,CCC565@SCICOM.COM.MY,CCCS M SHIK,CD56RE T V,CCCON,SIRIPURA,PILIMATHALAWA,5565565556,Southern,565SHIK,CCCRE T V,CCCON,SEWANAGALA,PILIMATHALAWA,5565565555,Tamil,250516,94,SELF EMPLOYED,SELF,2010235,40,IJANLAPAN AS,A,P,N,C56
MS,F,DDDFREENA MEP,DEFREENA MEP,4241V14241142414241V,4241V4241V42,50059,6676,S,Mr. DEFREENA MEP,DE67666766,DED6676676,DEFREENA MEP-424,66764241V14241,9/30/2012,779094739,76676676,726257059,DDD676@SCICOM.COM.MY,DDDS F SAFREENA,DE6744076,DDDKKAMPITIYA,KADURUWELA,PILIMATHALAWA,6676676667,Western,676SAFREENA,DDD44076,DDDKKAMPITIYA,SEWANAGALA,PILIMATHALAWA,6676676666,Tamil,170512,94,LEADING SEAMAN,NO.874 SIRIWARDANA ROAD,1992051,502,JKSN ASMYGSH,A,P,N,D67
MISS,F,EEEALATH JANL,EFALATH JANL,4057V34057340574057V,4057V4057V40,50060,7787,S,Mr. EFALATH JANL,EF78777877,EFE7787787,EFALATH JANL-405,77874057V34057,10/17/2012,779094740,87787787,726257060,EEE787@SCICOM.COM.MY,EEES F JAYALATH,EF78NDALUWA,EEEADENIYA,SIRIPURA,PILIMATHALAWA,7787787778,Central,787N LAKSHANI JAYALATH,EEENDALUWA,EEEADENIYA,KADURUWELA,PILIMATHALAWA,7787787777,Tamil,90215,94,LEADING SEAMAN,SRI LANKA NAVY,1995342,20,ABAAR TA TWP,A,P,N,E78
MS,F,FFFM FERNANDO,FGM FERNANDO,,,50061,8898,,Mr. FGM FERNANDO,FG89888988,FGF8898898,FGM FERNANDO-,8898,11/3/2012,779094741,98898898,726257061,FFF898@SCICOM.COM.MY,FFF  FERNANDO,FG89,FFFILE POST,RAJAMAWATHA,BUTTALA,8898898889,Eastern,898FERNANDO,898FERNANDO,FFFILE POST,KADURUWELA,BUTTALA,8898898888,English,110407,0,ASSISTANT MANAGER,SRI LANKA NAVY,2001344,560,BCE TWP WGVK,A,P,N,F89
MS,F,GGGDIVYANI K,GHDIVYANI K,2.20E+19,2.20E+11,50062,9909,S,Mr. GHDIVYANI K,GH90999099,GHG9909909,GHDIVYANI K-220,9.91E+13,11/20/2012,779094742,9909909,726257062,GGG909@SCICOM.COM.MY,GGGS F IVYANI,GH900,GGGANAYAGAM ROAD,PERIYAURANY,BATTICALOA,9909909990,Northern,909IVYANI,GGG0,GGGANAYAGAM ROAD,RAJAMAWATHA,BATTICALOA,9909909989,English,91109,0,POLICE CONSTABLE,BANK OF CEYLON,2000281,12,CDDWGVKA G C,A,P,N,G90
MS,F,HHHSANDYA KKA,HISANDYA KKA,7.85E+17,7840078400,50063,1121,S,Mr. HISANDYA KKA,HI12111211,HIH1121121,HISANDYA KKA-007,1.12E+13,12/7/2012,779094743,21121121,726257063,HHH121@SCICOM.COM.MY,HHHS F SANDYA,HI127,HHHWAGAHAKORATUWA,THENIPITA,DENIYAYA,1121121112,Southern,121SANDYA,HHH7,HHHWAGAHAKORATUWA,PERIYAURANY,DENIYAYA,1121121111,English,191118,94,SENIOR AREA MANAGER-GAMPAHA.,SRI LANKA POLICE,2001103,528,DEA G C HGIK,A,P,Y,H12
MR,M,IIIAMALDEEN S,IJAMALDEEN S,7.34E+19,7.34E+11,50064,2232,M,Mrs. IJAMALDEEN S,IJ23222322,IJI2232232,IJAMALDEEN S-734,2.23E+13,12/24/2012,779094744,32232232,726257064,III232@SCICOM.COM.MY,IIIM M ALDEEN,IJ23ALLI ROAD,IIIUR-3,KADURUWELA,DENIYAYA,2232232223,Western,232ALDEEN,IIIALLI ROAD,IIIUR-3,THENIPITA,DENIYAYA,2232232222,English,190505,94,SENIOR AREA MANAGER-GAMPAHA.,BOC,1952077,630,EFNHGIKHAS I,A,P,N,I23
BABY,F,JJJINGHE WATT,JKINGHE WATT,,,50065,3343,S,Mr. JKINGHE WATT,JK34333433,JKJ3343343,JKINGHE WATT-,3343,1/10/2013,779094745,43343343,726257065,JJJ343@SCICOM.COM.MY,JJJS F GUNASINGHE,JK34LPITIYA,JJJRAGODA,MADURAGODA,DENIYAYA,3343343334,Central,343T T GUNASINGHE,JJJLPITIYA,JJJRAGODA,THENIPITA,DENIYAYA,3343343333,English,231116,94,SENIOR ASSISTANT DIRECTOR,BOC,2007180,532,FGIAS IKANNA,A,P,Y,J34
     MR,M,KKKZZAMIL SMA,KLZZAMIL SMA,2423V22423224232423V,2423V2423V24,50066,4454,M,Mrs. KLZZAMIL SMA,KL45444544,KLK4454454,KLZZAMIL SMA-242,44542423V22423,1/27/2013,779094746,54454454,726257066,KKK454@SCICOM.COM.MY,KKKM M MUZAMMIL,KL459,KKKULLA ROAD,KALAHAKELE,GALEWELA,4454454445,Eastern,454MUZAMMIL,KKK9,KKKULLA ROAD,MADURAGODA,GALEWELA,4454454444,English,250101,94,VOCATIONA TRAINING INSTRCTOR,CENTRAL BANK,1970121,627,GHSANNAHE MC,A,P,N,K45
MRS,F,LLLGHANAWATHI,LMGHANAWATHI,1985V21985219851985V,1985V1985V19,50067,5565,M,Mr. LMGHANAWATHI,LM56555655,LML5565565,LMGHANAWATHI-198,55651985V21985,2/13/2013,779094747,65565565,726257067,LLL565@SCICOM.COM.MY,LLLM F GNANAWATHI,LM56THE PUBLIC  GROUND,LLLSENPURA,MEDIRIGIRIYA,GALEWELA,5565565556,Northern,565GNANAWATHI,LLLTHE PUBLIC  GROUND,LLLSENPURA,KALAHAKELE,GALEWELA,5565565555,English,160911,94,READY MADE GARMANT SELLER.,THIHARIYA ISLAMIC DISABLE INSTITUTE.,1965101,641,HI E MC NLAP,A,P,Y,L56
MR,M,MMMTHAPALA BG,MNTHAPALA BG,0012V20012200120012V,0012V0012V00,50068,6676,M,Mrs. MNTHAPALA BG,MN67666766,MNM6676676,MNTHAPALA BG-001,66760012V20012,3/2/2013,779094748,76676676,726257068,MMM676@SCICOM.COM.MY,MMMM M UGATHAPALA,MN67AHAPOLLEWWA WATTA,MMMGAMA,THALGASWALA,GALEWELA,6676676667,Southern,676UGATHAPALA,MMMAHAPOLLEWWA WATTA,MMMGAMA,MEDIRIGIRIYA,GALEWELA,6676676666,Sinhala,30214,94,SHOW ROOM CLEANER,SELF,1958091,596,IJANLAPAN AS,A,P,N,M67
     MRS,F,NNNMENIKE RM,NO MENIKE RM,2778V42778427782778V,2778V2778V27,50069,7787,,Mr. NO MENIKE RM,NO78777877,NON7787787,NO MENIKE RM-277,77872778V42778,3/19/2013,779094749,87787787,726257069,NNN787@SCICOM.COM.MY,NNN F MENIKE,NNN F MENIKE,NNNETALAWINNA,KATUGASTOTA,GALEWELA,7787787778,Western,787MADDUMA MENIKE,787MADDUMA MENIKE,NNNETALAWINNA,THALGASWALA,GALEWELA,7787787777,Sinhala,190400,0,J.S.O.,HUBERT N. ANTHONY & SONS (PVT) LTD,1951143,666,JKSN ASMYGSH,A,P,N,N78
MS,F,AAAAYANTHI KS,ABAYANTHI KS,0765V40765407650765V,0765V0765V07,50070,8898,,Mr. ABAYANTHI KS,AB89888988,ABA8898898,ABAYANTHI KS-076,88980765V40765,4/5/2013,779094750,98898898,726257070,AAA898@SCICOM.COM.MY,AAA F AMAYANTHI,AB89ILA,AAAOGAMA,KATUGASTOTA,GALEWELA,8898898889,Central,898AMAYANTHI,AAAILA,AAAOGAMA,KATUGASTOTA,GALEWELA,8898898888,Sinhala,250406,94,M.D.A.,BANK OF CEYLON,1979253,22,ABAAR TA TWP,A,P,N,A89
     MS,F,BBBERATH HMNM,BCERATH HMNM,1800V51800518001800V,1800V1800V18,50071,9909,S,Mr. BCERATH HMNM,BC90999099,BCB9909909,BCERATH HMNM-180,99091800V51800,4/22/2013,779094751,9909909,726257071,BBB909@SCICOM.COM.MY,BBBS F HERATH,BBBS F HERATH,BBBAWA,GANEWATTE,NIKADALUPOTHA,9909909990,Eastern,909M HERATH,909M HERATH,BBBAWA,KATUGASTOTA,NIKADALUPOTHA,9909909989,Sinhala,50996,94,SHOWROOM MANAGER,BANK OF CEYLON,1993184,569,BCE TWP WGVK,A,P,N,B90
MS,F,CCCINAMA KDWB,CDINAMA KDWB,,,50072,1121,S,Mr. CDINAMA KDWB,CD12111211,CDC1121121,CDINAMA KDWB-,1121,5/9/2013,779094752,21121121,726257072,CCC121@SCICOM.COM.MY,CCCS  SIRINAMA,CD12HA WELANDA SELA BARE,CCCRAMMULLA,PALLEPOLA,NIKADALUPOTHA,1121121112,Northern,121W B SIRINAMA,CCCHA WELANDA SELA BARE,CCCRAMMULLA,GANEWATTE,NIKADALUPOTHA,1121121111,Sinhala,270209,94,SHOWROOM MANAGER,UNION HOLDINGS PVT LTD,2004187,640,CDDWGVKA G C,A,P,N,C12
MR,M,DDDSHIHESAN J,DESHIHESAN J,,,50073,2232,S,Mrs. DESHIHESAN J,DE23222322,DED2232232,DESHIHESAN J-,2232,5/26/2013,779094753,32232232,726257073,DDD232@SCICOM.COM.MY,DDDS M ISHIHESAN,DE23THTHAWATHTHAI,DDDKANDY WEST,VALVETTITHURAI,NIKADALUPOTHA,2232232223,Southern,232ISHIHESAN,DDDTHTHAWATHTHAI,DDDKANDY WEST,PALLEPOLA,NIKADALUPOTHA,2232232222,Sinhala,170912,94,SHOWROOM MANAGER,UNION HOLDINGS PVT LTD,2012236,28,DEA G C HGIK,A,P,Y,D23
MR,M,EEEROKSAN S,EFROKSAN S,,,50074,3343,S,Mrs. EFROKSAN S,EF34333433,EFE3343343,EFROKSAN S-,3343,6/12/2013,779094754,43343343,726257074,EEE343@SCICOM.COM.MY,EEES M ROKSAN,EF34NO 05,EEETHAPURAM,PUTHUKKUDIYIRUPPU,NIKADALUPOTHA,3343343334,Western,343ESH ROKSAN,EEENO 05,EEETHAPURAM,VALVETTITHURAI,NIKADALUPOTHA,3343343333,Sinhala,241016,94,J.EX.OFFICER.,UNION HOLDINGS PVT LTD,2002277,341,EFNHGIKHAS I,A,P,N,E34
     MRS,F,FFFAYAMALI WC,FGAYAMALI WC,2014V02014020142014V,2014V2014V20,50075,4454,,Mr. FGAYAMALI WC,FG45444544,FGF4454454,FGAYAMALI WC-201,44542014V02014,6/29/2013,779094755,54454454,726257075,FFF454@SCICOM.COM.MY,FFF F JAYAMALI,"FG458/A,SUSIL MAWAT",FFFH CANNAL,UDAWALAWA,NIKADALUPOTHA,4454454445,Central,454JAYAMALI,"FFF8/A,SUSIL MAWAT",FFFH CANNAL,PUTHUKKUDIYIRUPPU,NIKADALUPOTHA,4454454444,Sinhala,301198,0,POLICE CONSTABLE,BANK OF CEYLON.,1965179,535,FGIAS IKANNA,A,P,Y,F45
MR,M,GGGANDARA DMK,GHANDARA DMK,4308V74308743084308V,4308V4308V43,50076,5565,M,Mrs. GHANDARA DMK,GH56555655,GHG5565565,GHANDARA DMK-430,55654308V74308,7/16/2013,779094756,65565565,726257076,GGG565@SCICOM.COM.MY,GGGM M BANDARA,GH56 DALGODA COLONY,GGGALA,KALAWANA,KALAWANA,5565565556,Eastern,565BANDARA,GGG DALGODA COLONY,GGGALA,UDAWALAWA,KALAWANA,5565565555,Sinhala,170817,94,POLICE CONSTABLE,POLICE HEADQUARTERS,1984237,645,GHSANNAHE MC,A,P,N,G56
MASTER,M,HHHDARA RMRPH,HIDARA RMRPH,,,50077,6676,S,Mrs. HIDARA RMRPH,HI67666766,HIH6676676,HIDARA RMRPH-,6676,8/2/2013,779094757,76676676,726257077,HHH676@SCICOM.COM.MY,HHHS M BANDARA,HI67,HHH50,MADUGAHAPATTIYA,BADALKUMBURA,6676676667,Northern,676M R P H BANDARA,676M R P H BANDARA,HHH50,KALAWANA,BADALKUMBURA,6676676666,Sinhala,110118,94,EXECUTIVE OFFICER.,POLICE HEADQUARTERS,2012070,540,HI E MC NLAP,A,P,Y,H67
MR,M,IIIARATHNE HM,IJARATHNE HM,1840V71840718401840V,1840V1840V18,50078,7787,M,Mrs. IJARATHNE HM,IJ78777877,IJI7787787,IJARATHNE HM-184,77871840V71840,8/19/2013,779094758,87787787,726257078,III787@SCICOM.COM.MY,IIIM M KEBELLAWITA,IJ78NKOTUWA,IIIWA,ALAWWA,BADALKUMBURA,7787787778,Southern,787KEBELLAWITA,IIINKOTUWA,IIIWA,MADUGAHAPATTIYA,BADALKUMBURA,7787787777,Sinhala,240216,94,STAFF,"BANK OF CEYLON,",1945106,498,IJANLAPAN AS,A,P,N,I78
MR,M,JJJHANTHA WKP,JKHANTHA WKP,2033V22033220332033V,2033V2033V20,50079,8898,S,Mrs. JKHANTHA WKP,JK89888988,JKJ8898898,JKHANTHA WKP-203,88982033V22033,9/5/2013,779094759,98898898,726257079,JJJ898@SCICOM.COM.MY,JJJS M PRIYASHANTHA,JK89ALA ROAD,JJJKOON WEWA,THABBOWA,PUTTALAM,8898898889,Western,898PRIYASHANTHA,JJJALA ROAD,JJJKOON WEWA,ALAWWA,PUTTALAM,8898898888,Sinhala,310316,94,POLICE CONSTABLE,CEMENT CORPORATION,1995361,48,JKSN ASMYGSH,A,P,N,J89
MRS,F,KKKMAWATHI JA,KLMAWATHI JA,1659V91659916591659V,1659V1659V16,50080,9909,M,Mr. KLMAWATHI JA,KL90999099,KLK9909909,KLMAWATHI JA-165,99091659V91659,9/22/2013,779094760,9909909,726257080,KKK909@SCICOM.COM.MY,KKKM F PREMAWATHI,KL90SEWANA,KKKRA,NETOLPITIYA,PUTTALAM,9909909990,Central,909PREMAWATHI,KKKSEWANA,KKKRA,THABBOWA,PUTTALAM,9909909989,Sinhala,260712,94,PETTY OFFICER,SP OFFICE,1948249,56,ABAAR TA TWP,A,P,N,K90
     MR,M,LLLHULINGAM S,LMHULINGAM S,3353X13353133533353X,3353X3353X33,50081,1121,,Mrs. LMHULINGAM S,LM12111211,LML1121121,LMHULINGAM S-335,11213353X13353,10/9/2013,779094761,21121121,726257081,LLL121@SCICOM.COM.MY,LLL M THULINGAM,LM12ELA ESTATE,LLLNNA,NETOLPITIYA,PUTTALAM,1121121112,Eastern,121THULINGAM,LLLELA ESTATE,LLLNNA,NETOLPITIYA,PUTTALAM,1121121111,Sinhala,190504,0,PETTY OFFICER,SRI LANKA NAVY,1956321,673,BCE TWP WGVK,A,P,N,L12
     MR,M,MMMEYAKUMAR K,MNEYAKUMAR K,4424V34424344244424V,4424V4424V44,50082,2232,M,Mrs. MNEYAKUMAR K,MN23222322,MNM2232232,MNEYAKUMAR K-442,22324424V34424,10/26/2013,779094762,32232232,726257082,MMM232@SCICOM.COM.MY,MMMM M AKUMAR,MN23 TEMPLE ROAD,MMMESWARAM,CHILAW,PUTTALAM,2232232223,Northern,232AKUMAR,MMM TEMPLE ROAD,MMMESWARAM,NETOLPITIYA,PUTTALAM,2232232222,Sinhala,60303,0,PHYSICIAN,SRI LANKA NAVY,1974053,20,CDDWGVKA G C,A,P,N,M23
MISS,F,NNNWANTHI UNP,NOWANTHI UNP,0919V30919309190919V,0919V0919V09,50083,3343,S,Mr. NOWANTHI UNP,NO34333433,NON3343343,NOWANTHI UNP-091,33430919V30919,11/12/2013,779094763,43343343,726257083,NNN343@SCICOM.COM.MY,NNNS F DINUWANTHI,NO348/D/1,NNNGNAMPITIYA SOUTH,KALPITIYA,PUTTALAM,3343343334,Southern,343PRIYANGIKA DINUWANTHI,NNN8/D/1,NNNGNAMPITIYA SOUTH,CHILAW,PUTTALAM,3343343333,Sinhala,40117,94,ENGINEER,"5859,ALLEPPO LANE,",1999092,589,DEA G C HGIK,A,P,Y,N34
MR,M,AAAMANTHA KPS,ABMANTHA KPS,3356V83356833563356V,3356V3356V33,50084,4454,S,Mrs. ABMANTHA KPS,AB45444544,ABA4454454,ABMANTHA KPS-335,44543356V83356,11/29/2013,779094764,54454454,726257084,AAA454@SCICOM.COM.MY,AAAS M DUSHMANTHA,AB45AWATTHA,AAAWILA,BERUWALA,PUTTALAM,4454454445,Western,454DUSHMANTHA,AAAAWATTHA,AAAWILA,KALPITIYA,PUTTALAM,4454454444,Sinhala,50413,94,LEADING SEAMAN,COLOMBO CMMUNICATIONS LTD,1993327,563,EFNHGIKHAS I,A,P,N,A45
MRS,F,BBBTHUNGA WMC,ABTHUNGA WMC,4603V84603846034603V,4603V4603V46,50085,5565,M,Mr. ABTHUNGA WMC,AB56555655,ABB5565565,ABTHUNGA WMC-460,55654603V84603,12/16/2013,779094765,65565565,726257085,BBB565@SCICOM.COM.MY,BBBM F WIJETHUNGA,AB56,BBBANDAYAYA,UVA THISSAPURA,MAHIYANGANAYA,5565565556,Central,565CHANDRA WIJETHUNGA,565CHANDRA WIJETHUNGA,BBBANDAYAYA,BERUWALA,MAHIYANGANAYA,5565565555,Sinhala,221214,94,WELDER.,"SRI LANKA NAVY,",1973087,542,FGIAS IKANNA,A,P,Y,B56
MS,F,CCCWANTHI HPT,BCWANTHI HPT,2076V42076420762076V,2076V2076V20,50086,6676,S,Mr. BCWANTHI HPT,BC67666766,BCC6676676,BCWANTHI HPT-207,66762076V42076,1/2/2014,779094766,76676676,726257086,CCC676@SCICOM.COM.MY,CCCS F MADHUWANTHI,BC670/H/1,CCCAHA WATHTHA,BORALESSA,MAHIYANGANAYA,6676676667,Eastern,676MADHUWANTHI,CCC0/H/1,CCCAHA WATHTHA,UVA THISSAPURA,MAHIYANGANAYA,6676676666,Sinhala,41116,94,SEAMAN,SELF,1998333,508,GHSANNAHE MC,A,P,N,C67
MRS,F,DDDNAWEERA HN,CDNAWEERA HN,0407V00407004070407V,0407V0407V04,50087,7787,M,Mr. CDNAWEERA HN,CD78777877,CDD7787787,CDNAWEERA HN-040,77870407V00407,1/19/2014,779094767,87787787,726257087,DDD787@SCICOM.COM.MY,DDDM F RANAWEERA,CD78LE,DDDAGAMA,AMBEPUSSA,MAHIYANGANAYA,7787787778,Northern,787RANAWEERA,DDDLE,DDDAGAMA,BORALESSA,MAHIYANGANAYA,7787787777,Sinhala,150405,94,MANAGEMENT EXECUTIVE,MERCANTILE MARINE MANAGEMENT,1983149,88,HI E MC NLAP,A,P,Y,D78
MISS,F,EEEINGHE JMED,DEINGHE JMED,1993V71993719931993V,1993V1993V19,50088,8898,S,Mr. DEINGHE JMED,DE89888988,DEE8898898,DEINGHE JMED-199,88981993V71993,2/5/2014,779094768,98898898,726257088,EEE898@SCICOM.COM.MY,EEES F JAYASINGHE,DE8944075,EEEAPITA OYA (SOUTH),PADIYATHALAWA,MAHIYANGANAYA,8898898889,Southern,898E D JAYASINGHE,EEE44075,EEEAPITA OYA (SOUTH),AMBEPUSSA,MAHIYANGANAYA,8898898888,Sinhala,300114,94,FARMER,MERCANTILE MARINE MANAGEMENT,1997047,542,IJANLAPAN AS,A,P,N,E89
